PgS,PgNS,Parity,Ratio,Median,MeanScore,DeviationScore
0.9917695473251029,0.9902857142857143,0.0014838330393885935,1.0014983888164628,1.0,0.9903941991995778,0.08479616686536458
0.39094650205761317,0.15314285714285714,0.23780364491475603,2.5528223082120265,0.0,0.18590153116791613,0.358025071990162
0.8683127572016461,0.6657142857142857,0.20259847148736043,1.3043324678994686,1.0,0.6871586855064945,0.4157982281883013
0.7160493827160493,0.7874285714285715,-0.07137918871252213,0.9093515382823558,1.0,0.7758645378311761,0.3755041734719356
0.20987654320987653,0.032,0.17787654320987653,6.558641975308642,0.0,0.05736110830432935,0.20872442457886514
1.0,0.9994285714285714,0.0005714285714285561,1.0005717552887363,1.0,0.999063904258522,0.02516801161775419
0.06995884773662552,0.006285714285714286,0.06367313345091123,11.12981668537224,0.0,0.014095092051410211,0.10170694599889639
0.2139917695473251,0.12971428571428573,0.08427748383303937,1.6497162850564708,0.0,0.1425189581020963,0.32900492323236835
0.0,0.001142857142857143,-0.001142857142857143,-1,0.0,0.0007772803447321994,0.025549467476132477
0.0,0.0,0.0,-1,0.0,0.0,0.0
1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,-1,0.0,0.0,0.0
0.9300411522633745,0.728,0.2020411522633745,1.277529055306833,1.0,0.7447189915658236,0.37718732416138684
0.0,0.006857142857142857,-0.006857142857142857,-1,0.0,0.0066407279663725114,0.06610977852109062
0.012345679012345678,0.030857142857142857,-0.01851146384479718,0.4000914494741655,0.0,0.028522323292892435,0.15589626861586736
0.9711934156378601,0.9291428571428572,0.04205055849500294,1.0452573661539084,1.0,0.9322542486142852,0.22158799956960973
0.9629629629629629,0.5594285714285714,0.4035343915343915,1.7213331820073394,1.0,0.6050462934623414,0.45559749242891234
0.0,0.001142857142857143,-0.001142857142857143,-1,0.0,0.0010472471239901446,0.021485583958624356
0.0,0.12685714285714286,-0.12685714285714286,-1,0.0,0.1102977524428672,0.2929416498153209
0.20987654320987653,0.015428571428571429,0.1944479717813051,13.603109282121627,0.0,0.03865530347205461,0.1818448799120652
0.9094650205761317,0.7222857142857143,0.18717930629041735,1.259148564879929,1.0,0.7457627838397072,0.40006269447433107
0.00411522633744856,0.14457142857142857,-0.14045620223398,0.02846500431041494,0.0,0.13171189314318216,0.3037658927359096
0.16872427983539096,0.5982857142857143,-0.42956143445032335,0.2820128841565751,0.737788152045239,0.5464940678097289,0.465292009558295
0.7448559670781894,0.6308571428571429,0.11399882422104646,1.1807046579590863,1.0,0.6468623435530129,0.446801543985237
0.934156378600823,0.6822857142857143,0.25187066431510874,1.3691571713161141,1.0,0.7122622453653933,0.4150089607178587
0.00411522633744856,0.017714285714285714,-0.013599059376837154,0.2323111642108058,0.0,0.01643450266233789,0.1086620362422061
0.03292181069958848,0.005714285714285714,0.027207524985302767,5.761316872427984,0.0,0.009404647104919662,0.08593735978037878
0.09876543209876543,0.676,-0.5772345679012346,0.1461027102052743,1.0,0.6082607007200242,0.4712461305252307
0.01646090534979424,0.21885714285714286,-0.20239623750734861,0.07521301400036533,0.0,0.1997099204372988,0.3583479650781432
0.012345679012345678,0.0034285714285714284,0.00891710758377425,3.60082304526749,0.0,0.004742574404511638,0.06224433383085945
0.8518518518518519,0.6542857142857142,0.1975661375661376,1.3019569788128742,1.0,0.6790612081726349,0.43420489623123004
0.8477366255144033,0.456,0.3917366255144033,1.8590715471807089,0.5168260151357635,0.5019186526427144,0.4630761816020036
0.06172839506172839,0.18571428571428572,-0.12398589065255733,0.332383665716999,0.0,0.17481453809597228,0.35558702060905656
0.01646090534979424,0.08914285714285715,-0.07268195179306292,0.1846575920649995,0.0,0.08363159803285737,0.2538041940647589
0.012345679012345678,0.064,-0.05165432098765432,0.19290123456790123,0.0,0.05611314840430777,0.21046196898929595
0.7366255144032922,0.7228571428571429,0.013768371546149294,1.0190471543128548,1.0,0.719920159477731,0.4050798348913302
0.0,0.0,0.0,-1,0.0,0.0,0.0
1.0,0.9977142857142857,0.0022857142857143353,1.002290950744559,1.0,0.9967095500874366,0.040612174415027444
0.3374485596707819,0.5348571428571428,-0.1974085831863609,0.6309134395554149,0.5870008227949332,0.5119829962935457,0.47327845267874247
0.0,0.196,-0.196,-1,0.0,0.17550994964729277,0.3414207195849
0.4444444444444444,0.23942857142857144,0.20501587301587298,1.856271546009016,0.0,0.26824595634154397,0.3960217646034109
0.18106995884773663,0.15142857142857144,0.029641387419165194,1.195745011258638,0.0,0.1647035387369077,0.32951841425283096
0.12345679012345678,0.31257142857142856,-0.18911463844797177,0.39497144920667165,0.0,0.29346029195778145,0.43090402401547107
1.0,0.9925714285714285,0.007428571428571451,1.00748416810593,1.0,0.9917084383342673,0.0746673310454486
0.9629629629629629,0.9548571428571428,0.00810582010582006,1.0084890396081299,1.0,0.9488594679013647,0.18531884502680698
0.9876543209876543,0.8182857142857143,0.16936860670193998,1.206979791709773,1.0,0.8364514559938636,0.3164409568236983
0.7530864197530864,0.9445714285714286,-0.19148500881834218,0.7972784238160322,1.0,0.9153332194087888,0.24629828574186732
0.9670781893004116,0.8817142857142857,0.08536390358612589,1.096815833620039,1.0,0.8868570935428008,0.29211139014561377
0.4773662551440329,0.4908571428571429,-0.013490887713109967,0.97251565366945,0.4464222599884353,0.49481432902934364,0.45689889542069123
0.11522633744855967,0.09771428571428571,0.017512051734273962,1.17921690371333,0.0,0.10456419415630147,0.268426962593405
0.3786008230452675,0.21085714285714285,0.16774368018812463,1.7955323586157672,0.0,0.23639587083516336,0.38148292308002324
